Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1772343403.542318	1772343547.6547706	144.11245250701904	0.0
2	1772343551.1809282	1772343710.2598243	159.07889604568481	3.5261576175689697
3	1772343712.6498044	1772343866.482977	153.83317255973816	2.3899800777435303
4	1772343868.946327	1772344011.4602654	142.51393842697144	2.4633500576019287
5	1772344013.969415	1772344154.696	140.72658514976501	2.5091495513916016
6	1772344158.0760791	1772344305.081788	147.0057089328766	3.3800790309906006
7	1772344307.703273	1772344469.262723	161.55944991111755	2.6214849948883057
8	1772344472.0757496	1772344615.181979	143.10622930526733	2.8130266666412354
9	1772344618.3947809	1772344778.9265082	160.53172731399536	3.212801933288574
10	1772344782.2514892	1772344925.8223825	143.5708932876587	3.3249809741973877
11	1772344929.687388	1772345073.086232	143.39884400367737	3.8650054931640625
12	1772345075.7326105	1772345223.4318018	147.6991913318634	2.646378517150879
13	1772345226.1924458	1772345384.3687563	158.1763105392456	2.76064395904541
14	1772345386.917571	1772345538.609407	151.69183588027954	2.5488147735595703
15	1772345541.2285159	1772345693.888711	152.6601951122284	2.6191089153289795
16	1772345696.5278642	1772345851.385885	154.8580207824707	2.639153242111206
17	1772345854.1964524	1772345995.5077534	141.3113009929657	2.8105673789978027
18	1772345998.1377513	1772346125.2510943	127.11334300041199	2.629997968673706
19	1772346127.9584167	1772346266.693826	138.73540925979614	2.707322359085083
20	1772346269.2096264	1772346397.256507	128.04688048362732	2.5158004760742188
21	1772346400.0475094	1772346527.9371417	127.88963222503662	2.7910025119781494
22	1772346530.608097	1772346658.3822474	127.77415037155151	2.6709554195404053
23	1772346662.3369412	1772346789.6873949	127.3504536151886	3.9546937942504883
24	1772346792.2635937	1772346922.2887142	130.02512049674988	2.5761988162994385
25	1772346925.598503	1772347053.1289284	127.53042531013489	3.309788942337036
26	1772347055.8086958	1772347183.097797	127.28910112380981	2.679767370223999
27	1772347185.7801213	1772347330.0619202	144.2817988395691	2.6823244094848633
28	1772347332.826757	1772347459.4343793	126.60762238502502	2.7648367881774902
29	1772347462.2854452	1772347589.4993594	127.21391415596008	2.8510658740997314
30	1772347592.1462383	1772347719.0392966	126.89305830001831	2.646878957748413
31	1772347721.6051264	1772347849.1928654	127.58773899078369	2.5658297538757324
32	1772347852.0604804	1772347982.5883577	130.52787733078003	2.867614984512329
33	1772347985.4681702	1772348112.1935701	126.7253999710083	2.879812479019165
34	1772348116.0326343	1772348242.387501	126.35486674308777	3.839064121246338
35	1772348245.3753731	1772348371.5421727	126.16679954528809	2.9878721237182617
36	1772348374.4243908	1772348501.387098	126.96270728111267	2.8822181224823
37	1772348504.9409685	1772348633.7021449	128.76117634773254	3.553870439529419
38	1772348636.7248874	1772348764.2286158	127.50372838973999	3.022742509841919
39	1772348766.9006274	1772348894.8652549	127.96462750434875	2.672011613845825
40	1772348897.557107	1772349023.865611	126.30850410461426	2.69185209274292
41	1772349027.0259163	1772349153.9937062	126.96778988838196	3.1603052616119385
42	1772349156.6605902	1772349283.4966595	126.83606934547424	2.666883945465088
43	1772349286.4590516	1772349415.9482958	129.489244222641	2.9623920917510986
44	1772349418.8185282	1772349546.4089828	127.59045457839966	2.870232343673706
45	1772349549.245572	1772349676.333466	127.08789396286011	2.8365893363952637
46	1772349679.3921354	1772349806.6386948	127.24655938148499	3.058669328689575
47	1772349809.6882422	1772349936.9637418	127.27549958229065	3.0495474338531494
48	1772349939.5683024	1772350066.8573577	127.28905534744263	2.604560613632202
49	1772350069.6250417	1772350196.3835905	126.75854873657227	2.767683982849121
50	1772350200.6336634	1772350327.1353683	126.50170493125916	4.250072956085205
51	1772350330.1233811	1772350479.59926	149.47587895393372	2.9880127906799316
52	1772350482.4476638	1772350608.4885056	126.04084181785583	2.8484036922454834
53	1772350611.6631227	1772350738.6306	126.96747732162476	3.174617052078247
54	1772350741.3287342	1772350881.9403896	140.6116554737091	2.698134183883667
55	1772350885.0289564	1772351013.799374	128.7704176902771	3.088566780090332
56	1772351016.7457745	1772351144.2824144	127.53663992881775	2.9464004039764404
57	1772351147.2853322	1772351272.9298594	125.64452719688416	3.002917766571045
58	1772351275.6977794	1772351402.1979504	126.50017094612122	2.7679200172424316
59	1772351406.3762815	1772351533.7278705	127.35158896446228	4.178331136703491
60	1772351536.6707306	1772351663.5835614	126.91283082962036	2.9428601264953613
61	1772351666.5955944	1772351793.9701967	127.37460231781006	3.012032985687256
62	1772351798.7936666	1772351925.1130278	126.31936120986938	4.823469877243042
63	1772351928.0740979	1772352054.9212453	126.8471474647522	2.9610700607299805
64	1772352058.1984677	1772352199.632231	141.43376326560974	3.2772223949432373
65	1772352202.607656	1772352343.580142	140.97248601913452	2.9754250049591064
66	1772352346.5226562	1772352474.9715219	128.44886565208435	2.942514181137085
67	1772352478.6477914	1772352604.2463815	125.59859013557434	3.67626953125
68	1772352607.7720692	1772352734.7337666	126.9616973400116	3.5256876945495605
69	1772352737.7161689	1772352866.2359154	128.51974654197693	2.9824023246765137
70	1772352869.6238616	1772352997.636144	128.012282371521	3.387946128845215
71	1772353000.6402366	1772353124.596086	123.9558494091034	3.0040926933288574
72	1772353129.180695	1772353253.512655	124.33195996284485	4.584609031677246
73	1772353256.9986038	1772353380.3141713	123.31556749343872	3.4859488010406494
74	1772353384.2797043	1772353507.7505808	123.470876455307	3.9655330181121826
