Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1771980826.7765822	1771980851.5367985	24.760216236114502	0.0
2	1771980853.8775153	1771980883.2347414	29.357226133346558	2.34071683883667
3	1771980885.6788886	1771980914.5026448	28.823756217956543	2.4441471099853516
4	1771980916.9681027	1771980945.4671018	28.49899911880493	2.4654579162597656
5	1771980947.8516798	1771980976.8295922	28.977912425994873	2.384577989578247
6	1771980979.3541756	1771981003.6034675	24.24929189682007	2.524583339691162
7	1771981006.4271817	1771981036.8605406	30.433358907699585	2.823714256286621
8	1771981039.1896212	1771981067.6720996	28.482478380203247	2.329080581665039
9	1771981070.8385644	1771981099.3152456	28.476681232452393	3.1664648056030273
10	1771981102.5962818	1771981126.9207592	24.324477434158325	3.281036138534546
11	1771981129.4391599	1771981159.0590136	29.619853734970093	2.5184006690979004
12	1771981161.900239	1771981198.782567	36.882328033447266	2.8412253856658936
13	1771981201.5032945	1771981230.3475904	28.844295978546143	2.7207274436950684
14	1771981233.0399704	1771981259.0215518	25.981581449508667	2.692379951477051
15	1771981261.9703243	1771981291.0369756	29.066651344299316	2.948772430419922
16	1771981293.5735714	1771981318.293705	24.720133543014526	2.5365958213806152
17	1771981321.3998015	1771981349.8596659	28.459864377975464	3.1060965061187744
18	1771981352.6114724	1771981382.1030223	29.491549968719482	2.7518064975738525
19	1771981385.3289857	1771981418.4233894	33.0944037437439	3.2259633541107178
20	1771981421.3754525	1771981445.8619933	24.48654079437256	2.9520630836486816
21	1771981448.8700862	1771981477.9033756	29.033289432525635	3.0080928802490234
22	1771981480.7696269	1771981509.70813	28.93850302696228	2.866251230239868
23	1771981513.1636503	1771981537.3742228	24.210572481155396	3.4555203914642334
24	1771981540.5820389	1771981567.5920272	27.00998830795288	3.2078161239624023
25	1771981570.3925624	1771981599.960683	29.56812071800232	2.800535202026367
26	1771981602.9600432	1771981640.14833	37.188286781311035	2.9993600845336914
27	1771981643.2095559	1771981672.0046797	28.7951238155365	3.0612258911132812
28	1771981674.9064486	1771981703.1021643	28.19571566581726	2.901768922805786
29	1771981706.398399	1771981735.5836828	29.185283660888672	3.2962348461151123
30	1771981738.8260508	1771981765.8899553	27.063904523849487	3.24236798286438
31	1771981769.1890452	1771981797.5633464	28.374301195144653	3.2990899085998535
32	1771981801.9346278	1771981830.6292777	28.694649934768677	4.371281385421753
33	1771981833.957939	1771981862.875338	28.917399168014526	3.3286612033843994
34	1771981868.175073	1771981897.4331162	29.25804328918457	5.299734830856323
35	1771981900.066953	1771981924.9632165	24.896263599395752	2.6338367462158203
36	1771981928.5328164	1771981957.144036	28.61121964454651	3.5695998668670654
37	1771981960.0807533	1771981988.5308924	28.450139045715332	2.9367172718048096
38	1771981991.2166252	1771982018.4001575	27.183532238006592	2.685732841491699
39	1771982021.6842582	1771982046.3206139	24.63635563850403	3.2841007709503174
40	1771982049.1756685	1771982077.5363474	28.360678911209106	2.8550546169281006
41	1771982080.4108317	1771982109.036693	28.625861406326294	2.8744843006134033
42	1771982112.0429235	1771982141.024401	28.98147749900818	3.006230354309082
43	1771982144.396707	1771982173.6337612	29.237054109573364	3.3723061084747314
44	1771982176.371205	1771982200.6992269	24.32802176475525	2.7374439239501953
45	1771982203.8233275	1771982232.4450383	28.621710777282715	3.124100685119629
46	1771982235.6957138	1771982263.1905475	27.49483370780945	3.2506754398345947
47	1771982266.2661319	1771982294.5259998	28.259867906570435	3.0755844116210938
48	1771982297.467757	1771982324.2106783	26.742921352386475	2.9417572021484375
49	1771982327.5970585	1771982356.618937	29.021878480911255	3.386380195617676
50	1771982359.5556066	1771982386.564602	27.008995294570923	2.9366695880889893
51	1771982389.6839309	1771982418.52022	28.836289167404175	3.1193289756774902
52	1771982421.5465949	1771982447.4990673	25.952472448349	3.0263748168945312
53	1771982450.2002637	1771982477.9076238	27.70736002922058	2.7011964321136475
54	1771982480.688607	1771982504.6143954	23.925788402557373	2.7809832096099854
55	1771982507.6226923	1771982536.8030384	29.18034601211548	3.0082969665527344
56	1771982540.0797162	1771982568.609001	28.529284715652466	3.2766778469085693
57	1771982571.941418	1771982595.4285626	23.487144708633423	3.3324170112609863
58	1771982599.688924	1771982625.7115993	26.022675275802612	4.260361433029175
59	1771982629.1436954	1771982658.111605	28.967909574508667	3.432096004486084
60	1771982661.3160837	1771982687.2902305	25.974146842956543	3.2044787406921387
61	1771982690.699045	1771982716.5742188	25.875173807144165	3.4088144302368164
62	1771982720.4362564	1771982745.0693643	24.633107900619507	3.8620376586914062
63	1771982748.3800776	1771982778.5191534	30.139075756072998	3.310713291168213
64	1771982781.8945136	1771982806.6609905	24.76647686958313	3.3753602504730225
65	1771982809.4441965	1771982839.241187	29.796990633010864	2.783205986022949
66	1771982842.6628768	1771982872.9976344	30.334757566452026	3.421689748764038
67	1771982876.104077	1771982905.0143037	28.910226583480835	3.10644268989563
68	1771982908.0507576	1771982932.4847608	24.434003114700317	3.03645396232605
69	1771982935.630146	1771982965.3417194	29.711573362350464	3.145385265350342
70	1771982968.644385	1771982997.2802885	28.635903358459473	3.3026657104492188
