Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1770491605.4383688	1770491783.4434683	178.0050995349884	0.0
2	1770491785.952021	1770491971.037471	185.08545017242432	2.5085525512695312
3	1770491973.8746603	1770492157.2208226	183.34616231918335	2.837189197540283
4	1770492159.9477348	1770492345.1123748	185.16463994979858	2.726912260055542
5	1770492347.878016	1770492529.9197328	182.04171681404114	2.765641212463379
6	1770492532.6943927	1770492715.901246	183.20685338974	2.7746598720550537
7	1770492718.7966745	1770492901.2625797	182.46590518951416	2.895428419113159
8	1770492904.6633265	1770493086.8640976	182.20077109336853	3.4007468223571777
9	1770493090.5582192	1770493272.7017043	182.1434850692749	3.6941215991973877
10	1770493275.57769	1770493457.8397694	182.26207947731018	2.875985622406006
11	1770493460.8143895	1770493644.6716936	183.85730409622192	2.9746201038360596
12	1770493648.0076745	1770493833.4463296	185.43865513801575	3.3359808921813965
13	1770493836.8114107	1770494021.778969	184.96755838394165	3.3650810718536377
14	1770494024.6141787	1770494205.6641965	181.05001783370972	2.835209608078003
15	1770494209.0565047	1770494391.9769154	182.92041063308716	3.392308235168457
16	1770494396.68555	1770494578.321217	181.63566708564758	4.708634614944458
17	1770494581.9155438	1770494764.856618	182.9410741329193	3.5943267345428467
18	1770494768.1609046	1770494953.0280197	184.86711502075195	3.3042867183685303
19	1770494956.5093117	1770495137.5622313	181.05291962623596	3.4812920093536377
20	1770495141.0709999	1770495324.329959	183.2589590549469	3.5087685585021973
21	1770495327.4403539	1770495508.581754	181.14140009880066	3.1103949546813965
22	1770495512.230515	1770495693.297956	181.0674409866333	3.648761034011841
23	1770495696.9636781	1770495879.8676658	182.9039876461029	3.665722131729126
24	1770495883.5869641	1770496066.975536	183.38857197761536	3.7192983627319336
25	1770496070.526037	1770496251.9602044	181.43416738510132	3.5505008697509766
26	1770496255.16557	1770496437.4879994	182.32242941856384	3.2053656578063965
27	1770496440.5113208	1770496631.6752741	191.16395330429077	3.0233213901519775
28	1770496635.610022	1770496821.8858225	186.27580046653748	3.9347479343414307
29	1770496826.1615877	1770497016.4242918	190.26270413398743	4.2757651805877686
30	1770497019.545132	1770497206.4439368	186.8988049030304	3.120840072631836
31	1770497209.2050824	1770497396.5009336	187.29585123062134	2.76114559173584
32	1770497399.3388295	1770497583.675557	184.33672738075256	2.8378958702087402
33	1770497587.1238713	1770497774.580602	187.45673060417175	3.4483144283294678
34	1770497777.6302385	1770497967.3782778	189.74803924560547	3.0496366024017334
35	1770497972.026137	1770498159.8617551	187.835618019104	4.647859334945679
36	1770498163.8295538	1770498357.152535	193.32298111915588	3.9677987098693848
