Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1772115861.6130512	1772116090.798059	229.18500781059265	0.0
2	1772116093.963383	1772116324.4883397	230.52495670318604	3.1653239727020264
3	1772116327.7190921	1772116558.524541	230.80544877052307	3.230752468109131
4	1772116561.6538873	1772116793.4743261	231.82043886184692	3.1293463706970215
5	1772116796.6693306	1772117025.759995	229.09066438674927	3.195004463195801
6	1772117029.026586	1772117258.8009405	229.77435445785522	3.2665910720825195
7	1772117262.2309582	1772117492.317634	230.08667588233948	3.4300177097320557
8	1772117496.2488754	1772117726.158267	229.90939164161682	3.931241273880005
9	1772117729.5682697	1772117960.7976902	231.2294204235077	3.4100027084350586
10	1772117964.1410925	1772118194.6233768	230.48228430747986	3.34340238571167
11	1772118198.6738775	1772118429.566438	230.89256048202515	4.0505006313323975
12	1772118432.7875314	1772118650.1617525	217.37422108650208	3.2210934162139893
13	1772118653.1286573	1772118885.2105627	232.08190536499023	2.966904878616333
14	1772118887.9612353	1772119119.7226644	231.7614290714264	2.7506725788116455
15	1772119123.3277879	1772119353.8316557	230.50386786460876	3.605123519897461
16	1772119356.9130106	1772119586.1109025	229.1978919506073	3.081354856491089
17	1772119589.483186	1772119820.1467767	230.66359066963196	3.372283458709717
18	1772119823.9231544	1772120053.495509	229.57235455513	3.7763776779174805
19	1772120056.8452415	1772120287.5288432	230.6836016178131	3.3497326374053955
20	1772120291.795698	1772120513.6496863	221.85398840904236	4.266854763031006
21	1772120516.9838862	1772120747.8785424	230.89465618133545	3.334199905395508
22	1772120750.9235878	1772120980.2108924	229.28730463981628	3.0450453758239746
23	1772120983.3601277	1772121198.8860304	215.5259027481079	3.149235248565674
24	1772121202.395054	1772121433.0917094	230.6966552734375	3.509023666381836
25	1772121436.572623	1772121666.9838345	230.4112114906311	3.4809136390686035
26	1772121670.6303391	1772121901.44194	230.8116009235382	3.6465046405792236
27	1772121904.5440676	1772122135.4721754	230.92810773849487	3.1021275520324707
28	1772122138.5152218	1772122367.6462924	229.13107061386108	3.043046474456787
29	1772122372.0313404	1772122601.947757	229.91641664505005	4.385047912597656
30	1772122605.4385035	1772122834.6390452	229.20054173469543	3.49074649810791
31	1772122838.3400898	1772123070.0265641	231.6864743232727	3.7010445594787598
32	1772123073.6460497	1772123304.439908	230.79385828971863	3.61948561668396
33	1772123308.3552728	1772123539.0711508	230.71587800979614	3.9153647422790527
34	1772123542.8426018	1772123772.3508952	229.50829339027405	3.771450996398926
35	1772123775.7242773	1772124005.4243083	229.700031042099	3.373382091522217
36	1772124009.0672572	1772124239.0733857	230.0061285495758	3.642948865890503
37	1772124242.3803844	1772124471.4751606	229.09477615356445	3.3069987297058105
38	1772124475.1564786	1772124704.3508081	229.19432950019836	3.6813180446624756
39	1772124707.4982436	1772124938.6005225	231.1022789478302	3.147435426712036
40	1772124942.557318	1772125154.5447037	211.9873857498169	3.9567954540252686
41	1772125158.5875108	1772125387.8130863	229.22557544708252	4.042807102203369
42	1772125391.8064709	1772125616.8891366	225.082665681839	3.993384599685669
43	1772125622.6362107	1772125817.0205486	194.3843379020691	5.747074127197266
44	1772125821.3464906	1772126047.7671607	226.42067003250122	4.325942039489746
45	1772126051.2269146	1772126271.9950974	220.7681827545166	3.45975399017334
46	1772126275.8658478	1772126505.9530034	230.08715558052063	3.8707504272460938
47	1772126510.0545979	1772126739.1631293	229.10853147506714	4.1015944480896
48	1772126743.6180775	1772126973.7322261	230.11414861679077	4.45494818687439
49	1772126978.2106495	1772127205.6012044	227.39055490493774	4.478423357009888
50	1772127210.4324675	1772127439.7268288	229.29436135292053	4.831263065338135
51	1772127444.3877478	1772127676.0970612	231.70931339263916	4.660918951034546
52	1772127679.1809285	1772127908.1924055	229.0114769935608	3.083867311477661
53	1772127912.1757884	1772128141.25433	229.0785415172577	3.9833829402923584
54	1772128145.0773838	1772128374.1867728	229.10938906669617	3.8230538368225098
55	1772128379.3951888	1772128609.2747965	229.87960767745972	5.208415985107422
56	1772128612.665949	1772128843.6701076	231.0041584968567	3.3911526203155518
57	1772128847.7709079	1772129078.4744155	230.70350766181946	4.100800275802612
58	1772129082.8491542	1772129314.2380548	231.38890051841736	4.374738693237305
59	1772129317.8218286	1772129547.8183727	229.99654412269592	3.5837738513946533
60	1772129552.0467944	1772129782.4402616	230.39346718788147	4.228421688079834
61	1772129787.0689375	1772130018.6358323	231.56689476966858	4.628675937652588
62	1772130023.1610737	1772130247.2003422	224.03926849365234	4.525241374969482
63	1772130251.9140334	1772130458.239996	206.32596254348755	4.713691234588623
64	1772130462.2057111	1772130691.3051167	229.09940552711487	3.965715169906616
65	1772130695.0673027	1772130920.337125	225.26982235908508	3.762186050415039
66	1772130924.720515	1772131143.3291223	218.6086072921753	4.383389949798584
67	1772131146.4860804	1772131357.6100802	211.12399983406067	3.1569581031799316
68	1772131361.0671992	1772131590.1946218	229.12742257118225	3.4571189880371094
69	1772131593.9150379	1772131816.1101563	222.1951184272766	3.7204160690307617
70	1772131819.98739	1772132050.977842	230.99045205116272	3.8772337436676025
