Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1770345495.040294	1770345656.4882278	161.44793391227722	0.0
2	1770345659.4121592	1770345818.325969	158.91380977630615	2.923931360244751
3	1770345820.778568	1770345981.3238986	160.54533052444458	2.452599048614502
4	1770345985.2018807	1770346146.5944629	161.39258217811584	3.8779821395874023
5	1770346149.4344232	1770346310.334425	160.90000176429749	2.8399603366851807
6	1770346313.9041374	1770346475.820338	161.91620063781738	3.5697124004364014
7	1770346478.5258532	1770346640.48139	161.9555368423462	2.705515146255493
8	1770346643.2376084	1770346805.015503	161.77789449691772	2.756218433380127
9	1770346808.0120256	1770346969.7302625	161.71823692321777	2.9965226650238037
10	1770346972.3581269	1770347132.5052571	160.1471302509308	2.627864360809326
11	1770347136.2213354	1770347296.5865345	160.3651990890503	3.716078281402588
12	1770347299.0951722	1770347459.2837431	160.18857097625732	2.5086376667022705
13	1770347462.0236716	1770347623.850836	161.8271644115448	2.7399284839630127
14	1770347627.0126662	1770347787.5380824	160.52541613578796	3.161830186843872
15	1770347790.9873734	1770347952.0434883	161.05611491203308	3.4492909908294678
16	1770347954.9303167	1770348115.1283865	160.1980698108673	2.8868284225463867
17	1770348118.1812925	1770348280.16388	161.98258757591248	3.052906036376953
18	1770348282.9221036	1770348443.8876336	160.96552991867065	2.758223533630371
19	1770348446.6058104	1770348606.6537	160.04788970947266	2.71817684173584
20	1770348609.5922105	1770348771.6221545	162.02994394302368	2.9385104179382324
21	1770348774.6025255	1770348936.1634057	161.56088018417358	2.9803709983825684
22	1770348939.7057807	1770349100.38141	160.67562913894653	3.542375087738037
23	1770349103.7198522	1770349265.345395	161.62554287910461	3.338442325592041
24	1770349271.4309692	1770349431.6794593	160.24849009513855	6.085574150085449
25	1770349434.6459763	1770349593.2828074	158.63683104515076	2.9665169715881348
26	1770349596.5502915	1770349759.1982136	162.64792203903198	3.267484188079834
27	1770349761.7990212	1770349921.9015355	160.10251426696777	2.6008076667785645
28	1770349925.7488773	1770350085.7714427	160.02256536483765	3.847341775894165
29	1770350089.500072	1770350250.0844052	160.58433318138123	3.7286293506622314
30	1770350253.4406908	1770350412.9721422	159.53145146369934	3.356285572052002
31	1770350416.4269557	1770350577.3126016	160.88564586639404	3.4548134803771973
32	1770350580.0660648	1770350739.4729033	159.40683841705322	2.7534632682800293
33	1770350744.8295465	1770350903.9512236	159.12167716026306	5.356643199920654
34	1770350907.48661	1770351068.1882236	160.70161366462708	3.535386323928833
35	1770351072.107553	1770351234.547555	162.4400019645691	3.9193294048309326
36	1770351237.6489592	1770351400.221156	162.57219672203064	3.1014041900634766
37	1770351405.7866151	1770351566.8296273	161.0430121421814	5.565459251403809
38	1770351570.0366323	1770351730.3963518	160.3597195148468	3.207005023956299
39	1770351734.0433028	1770351894.2783556	160.23505282402039	3.6469509601593018
40	1770351897.4243605	1770352058.3649323	160.94057178497314	3.1460049152374268
41	1770352062.0443974	1770352224.6585307	162.6141333580017	3.6794650554656982
42	1770352228.9967144	1770352392.03789	163.04117560386658	4.338183641433716
43	1770352398.2938292	1770352559.2372582	160.9434289932251	6.255939245223999
44	1770352563.8578258	1770352725.1958969	161.33807110786438	4.620567560195923
45	1770352728.653895	1770352889.7553504	161.10145545005798	3.457998037338257
46	1770352893.4094582	1770353052.971515	159.56205677986145	3.6541078090667725
47	1770353055.9825513	1770353217.6113892	161.6288378238678	3.0110363960266113
48	1770353220.7448103	1770353382.6874413	161.94263100624084	3.1334211826324463
49	1770353386.1009824	1770353547.817716	161.71673345565796	3.413541078567505
50	1770353551.1761446	1770353712.9527662	161.7766215801239	3.358428716659546
51	1770353715.624651	1770353877.4212027	161.79655170440674	2.671884775161743
52	1770353880.1052754	1770354041.8145268	161.7092514038086	2.684072732925415
53	1770354045.028097	1770354206.9550238	161.92692685127258	3.2135701179504395
54	1770354209.5535192	1770354371.5631013	162.0095820426941	2.5984954833984375
55	1770354374.6702464	1770354536.5370734	161.8668270111084	3.107145071029663
56	1770354539.1458395	1770354700.9895957	161.84375619888306	2.6087660789489746
57	1770354704.0715132	1770354865.8316507	161.7601375579834	3.0819175243377686
58	1770354868.8739064	1770355030.8155627	161.94165635108948	3.0422556400299072
59	1770355034.6474078	1770355196.523174	161.87576627731323	3.8318450450897217
60	1770355199.328936	1770355361.1331487	161.80421257019043	2.8057620525360107
61	1770355364.9229777	1770355526.8223085	161.8993308544159	3.7898290157318115
62	1770355529.7456782	1770355691.6985905	161.95291233062744	2.9233696460723877
63	1770355694.340422	1770355855.9712698	161.6308479309082	2.641831398010254
64	1770355859.561815	1770356021.5134258	161.95161080360413	3.590545177459717
65	1770356024.2670128	1770356186.1522381	161.8852252960205	2.753587007522583
66	1770356189.0821166	1770356350.6960938	161.6139771938324	2.9298784732818604
67	1770356353.7772577	1770356515.6288776	161.85161995887756	3.0811638832092285
68	1770356518.3833208	1770356680.2601545	161.87683367729187	2.7544431686401367
69	1770356683.2166781	1770356844.9858408	161.7691626548767	2.9565236568450928
70	1770356847.8623314	1770357009.54885	161.68651866912842	2.876490592956543
