Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1772169157.4392211	1772169257.1720872	99.73286604881287	0.0
2	1772169259.3116465	1772169358.92761	99.61596345901489	2.139559268951416
3	1772169361.191876	1772169460.9205399	99.7286639213562	2.264266014099121
4	1772169463.1359224	1772169562.8536417	99.71771931648254	2.2153825759887695
5	1772169565.0862892	1772169664.703622	99.61733293533325	2.23264741897583
6	1772169666.8922532	1772169766.552166	99.65991282463074	2.188631057739258
7	1772169768.787175	1772169868.3850296	99.59785461425781	2.235008955001831
8	1772169870.5293791	1772169970.1461983	99.61681914329529	2.1443495750427246
9	1772169972.3475077	1772170041.9922547	69.64474701881409	2.2013094425201416
10	1772170044.128153	1772170109.7109182	65.58276510238647	2.1358983516693115
11	1772170111.9844022	1772170179.1736035	67.18920135498047	2.273483991622925
12	1772170181.344139	1772170280.9109426	99.56680345535278	2.1705355644226074
13	1772170283.133978	1772170382.8589616	99.72498369216919	2.2230353355407715
14	1772170384.9925697	1772170484.6100543	99.61748456954956	2.133608102798462
15	1772170486.813057	1772170586.3197305	99.50667357444763	2.203002691268921
16	1772170588.5827346	1772170688.2192497	99.63651514053345	2.2630040645599365
17	1772170690.4187527	1772170790.1745431	99.75579047203064	2.199502944946289
18	1772170792.4838994	1772170892.2332296	99.7493302822113	2.309356212615967
19	1772170894.6599853	1772170994.216865	99.55687975883484	2.426755666732788
20	1772170996.5380852	1772171096.2064922	99.66840696334839	2.3212201595306396
21	1772171098.8534625	1772171177.610498	78.75703549385071	2.646970272064209
22	1772171179.825507	1772171254.390385	74.56487798690796	2.2150089740753174
23	1772171256.532334	1772171333.2646532	76.73231911659241	2.14194917678833
24	1772171335.5122666	1772171422.035891	86.52362442016602	2.2476134300231934
25	1772171424.4391308	1772171499.7389162	75.29978537559509	2.4032397270202637
26	1772171501.9669034	1772171573.7337954	71.76689195632935	2.227987289428711
27	1772171575.96831	1772171654.9497037	78.98139357566833	2.2345147132873535
28	1772171657.2095618	1772171744.4108653	87.20130348205566	2.2598581314086914
29	1772171746.8054872	1772171821.0169094	74.21142220497131	2.3946218490600586
30	1772171823.1965709	1772171894.5194862	71.32291531562805	2.179661512374878
31	1772171896.873739	1772171969.082773	72.20903396606445	2.354252815246582
32	1772171971.410265	1772172039.417473	68.00720810890198	2.3274919986724854
33	1772172041.7363675	1772172123.6664104	81.93004298210144	2.318894386291504
34	1772172126.011446	1772172207.3827848	81.37133884429932	2.3450355529785156
35	1772172209.7423778	1772172284.3371196	74.59474182128906	2.359592914581299
36	1772172286.692625	1772172359.3407824	72.64815735816956	2.3555054664611816
37	1772172361.6763723	1772172436.8438654	75.16749310493469	2.33558988571167
38	1772172439.279363	1772172514.4535222	75.17415928840637	2.435497522354126
39	1772172516.7788672	1772172605.3536572	88.57479000091553	2.325345039367676
40	1772172607.713897	1772172679.1239707	71.41007375717163	2.3602397441864014
41	1772172681.4407065	1772172748.0356414	66.59493494033813	2.3167357444763184
42	1772172750.368378	1772172844.8590431	94.49066519737244	2.3327364921569824
43	1772172847.2094994	1772172912.7492728	65.53977346420288	2.3504562377929688
44	1772172915.1419797	1772172982.495047	67.35306739807129	2.392706871032715
45	1772172984.9353497	1772173056.054933	71.11958336830139	2.440302610397339
46	1772173058.5140295	1772173127.389742	68.87571239471436	2.4590964317321777
47	1772173129.8188262	1772173229.4693947	99.65056848526001	2.429084300994873
48	1772173231.7673748	1772173331.3683074	99.60093259811401	2.2979800701141357
49	1772173333.7748518	1772173414.2415476	80.46669578552246	2.4065444469451904
50	1772173416.7243717	1772173498.906107	82.1817352771759	2.4828240871429443
51	1772173501.3501523	1772173567.6577206	66.30756831169128	2.444045305252075
52	1772173569.991497	1772173652.312867	82.32136988639832	2.3337764739990234
53	1772173654.8270428	1772173726.835288	72.00824522972107	2.5141758918762207
54	1772173729.3070056	1772173795.1897337	65.882728099823	2.471717596054077
55	1772173797.6213293	1772173882.152822	84.53149271011353	2.43159556388855
56	1772173884.6132863	1772173959.7549374	75.14165115356445	2.4604642391204834
57	1772173962.127267	1772174042.9511714	80.82390451431274	2.3723294734954834
58	1772174045.343172	1772174114.7055838	69.36241173744202	2.392000675201416
59	1772174117.161079	1772174200.8526983	83.69161939620972	2.4554951190948486
60	1772174203.220723	1772174292.4070115	89.18628859519958	2.3680245876312256
61	1772174294.839482	1772174376.988801	82.14931893348694	2.4324705600738525
62	1772174379.4227371	1772174463.1573207	83.73458361625671	2.43393611907959
63	1772174465.6464906	1772174558.58988	92.94338941574097	2.4891698360443115
64	1772174561.0578003	1772174636.386625	75.32882475852966	2.4679203033447266
65	1772174638.7958043	1772174723.039512	84.24370765686035	2.409179210662842
66	1772174725.4964118	1772174808.9841518	83.48774003982544	2.456899881362915
67	1772174811.4875438	1772174877.4858637	65.99831986427307	2.503391981124878
68	1772174879.988246	1772174947.297665	67.30941915512085	2.502382278442383
69	1772174949.8508277	1772175041.5937753	91.74294757843018	2.5531625747680664
70	1772175044.121875	1772175113.8214686	69.69959354400635	2.528099775314331
71	1772175116.3209364	1772175191.299854	74.97891759872437	2.4994678497314453
72	1772175193.8399546	1772175262.8845108	69.04455614089966	2.540100574493408
73	1772175265.3333657	1772175348.518844	83.18547821044922	2.448854923248291
74	1772175351.044282	1772175422.0804975	71.03621554374695	2.525438070297241
75	1772175424.5729227	1772175503.2424502	78.66952753067017	2.4924252033233643
76	1772175505.8270686	1772175586.3371737	80.51010513305664	2.584618330001831
77	1772175588.8473346	1772175670.7866662	81.93933153152466	2.5101609230041504
78	1772175673.2771368	1772175738.8330274	65.55589056015015	2.4904706478118896
79	1772175741.3327231	1772175826.5139148	85.18119168281555	2.4996957778930664
80	1772175829.0439916	1772175895.9425192	66.8985276222229	2.530076742172241
81	1772175898.482606	1772175983.939408	85.45680212974548	2.5400867462158203
82	1772175986.5185316	1772176068.7606661	82.24213457107544	2.5791234970092773
83	1772176071.3183408	1772176149.8981647	78.57982397079468	2.5576746463775635
84	1772176152.4082813	1772176234.0056286	81.59734725952148	2.5101165771484375
85	1772176236.5681164	1772176323.1698425	86.60172605514526	2.562487840652466
86	1772176325.6845415	1772176396.8948455	71.21030402183533	2.5146989822387695
87	1772176399.521368	1772176468.820894	69.29952597618103	2.6265225410461426
88	1772176471.3909323	1772176546.5438864	75.1529541015625	2.570038318634033
89	1772176549.177977	1772176618.55112	69.37314295768738	2.6340906620025635
90	1772176621.1330862	1772176707.019083	85.88599681854248	2.5819661617279053
91	1772176709.6228833	1772176791.6043942	81.98151087760925	2.6038002967834473
