Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1772054569.2924132	1772054596.7607331	27.4683198928833	0.0
2	1772054599.3237834	1772054623.1818013	23.858017921447754	2.5630502700805664
3	1772054625.5054727	1772054652.4457304	26.940257787704468	2.323671340942383
4	1772054655.5900574	1772054683.0078669	27.41780948638916	3.14432692527771
5	1772054686.1114752	1772054712.9663012	26.854825973510742	3.1036083698272705
6	1772054715.6577075	1772054744.3800905	28.72238302230835	2.69140625
7	1772054746.984912	1772054773.9588597	26.973947763442993	2.6048214435577393
9	1772054812.973101	1772054839.6363645	26.66326355934143	39.014241218566895
10	1772054842.9206889	1772054867.7050245	24.784335613250732	3.2843244075775146
11	1772054870.2576602	1772054896.850885	26.59322476387024	2.552635669708252
12	1772054899.3243973	1772054927.5452864	28.2208890914917	2.4735124111175537
13	1772054930.7592633	1772054955.352517	24.59325361251831	3.2139768600463867
14	1772054958.5608275	1772054985.6016436	27.040816068649292	3.208310604095459
15	1772054988.257861	1772055015.896953	27.639092206954956	2.656217336654663
16	1772055019.793543	1772055044.283182	24.489638805389404	3.896589994430542
17	1772055047.231417	1772055077.035302	29.803884983062744	2.948235034942627
18	1772055079.9199808	1772055107.4470046	27.527023792266846	2.884678840637207
19	1772055110.2318265	1772055150.438244	40.20641756057739	2.7848219871520996
20	1772055153.4277036	1772055189.9045224	36.476818799972534	2.98945951461792
21	1772055193.0013063	1772055220.1121368	27.110830545425415	3.0967838764190674
22	1772055222.9960065	1772055246.8023322	23.806325674057007	2.8838696479797363
23	1772055249.691418	1772055276.6716516	26.980233669281006	2.8890857696533203
24	1772055280.0172522	1772055311.4508216	31.43356943130493	3.3456006050109863
25	1772055314.7606876	1772055342.136847	27.37615942955017	3.309865951538086
26	1772055346.5381067	1772055377.9612002	31.423093557357788	4.401259660720825
27	1772055381.6971369	1772055411.092169	29.395032167434692	3.7359366416931152
28	1772055415.751856	1772055446.3429227	30.591066598892212	4.659687042236328
29	1772055450.267945	1772055479.6351643	29.36721920967102	3.9250223636627197
30	1772055482.519867	1772055510.7785275	28.258660554885864	2.884702682495117
31	1772055513.8780642	1772055543.0094016	29.1313374042511	3.099536657333374
32	1772055547.1753583	1772055578.3926492	31.2172908782959	4.165956735610962
33	1772055582.26112	1772055611.9361625	29.675042390823364	3.8684709072113037
34	1772055615.4589179	1772055645.9838803	30.524962425231934	3.5227553844451904
35	1772055649.9170885	1772055679.0725129	29.15542435646057	3.9332082271575928
36	1772055682.992882	1772055711.7667825	28.773900508880615	3.9203691482543945
37	1772055716.3058167	1772055746.7341235	30.428306818008423	4.539034128189087
38	1772055751.00322	1772055779.320632	28.31741189956665	4.269096612930298
39	1772055783.8245232	1772055807.8862305	24.061707258224487	4.503891229629517
40	1772055811.1915379	1772055841.8448353	30.653297424316406	3.305307388305664
41	1772055845.5621598	1772055870.4964967	24.93433690071106	3.7173244953155518
42	1772055874.155195	1772055903.646306	29.491111040115356	3.658698320388794
43	1772055908.0569885	1772055940.3555348	32.2985463142395	4.410682439804077
44	1772055944.364375	1772055974.2320726	29.8676974773407	4.008840322494507
45	1772055978.0991628	1772056008.4921818	30.39301896095276	3.8670902252197266
46	1772056012.011587	1772056041.9577286	29.946141719818115	3.5194051265716553
47	1772056045.9492908	1772056075.0408802	29.09158945083618	3.9915621280670166
48	1772056078.9507844	1772056107.9518418	29.001057386398315	3.9099042415618896
49	1772056110.9930801	1772056138.519638	27.52655792236328	3.041238307952881
50	1772056141.9391975	1772056167.4628859	25.523688316345215	3.4195594787597656
51	1772056171.4502878	1772056198.5303285	27.08004069328308	3.9874019622802734
52	1772056202.5586696	1772056234.7012167	32.14254713058472	4.028341054916382
53	1772056238.3491476	1772056266.2279837	27.878836154937744	3.647930860519409
54	1772056271.0226626	1772056302.983302	31.960639476776123	4.7946789264678955
55	1772056306.4450185	1772056336.7038622	30.258843660354614	3.461716413497925
56	1772056340.0686324	1772056367.1516616	27.08302927017212	3.3647701740264893
57	1772056371.274555	1772056400.9097834	29.635228395462036	4.122893333435059
58	1772056404.7731245	1772056444.610159	39.837034463882446	3.8633410930633545
59	1772056448.5909703	1772056479.1835866	30.592616319656372	3.980811357498169
60	1772056483.043804	1772056511.477479	28.433675050735474	3.860217332839966
61	1772056516.1443684	1772056542.8376753	26.693306922912598	4.666889429092407
62	1772056546.5515263	1772056570.5846508	24.033124446868896	3.713850975036621
63	1772056574.5907238	1772056602.41659	27.825866222381592	4.006072998046875
64	1772056606.833986	1772056644.7182243	37.88423824310303	4.417396068572998
65	1772056649.7186015	1772056679.1670105	29.44840908050537	5.000377178192139
66	1772056683.1769261	1772056710.1840353	27.00710916519165	4.009915590286255
67	1772056714.7466168	1772056744.215468	29.46885108947754	4.562581539154053
68	1772056748.2847924	1772056779.601586	31.31679368019104	4.069324493408203
69	1772056784.5250425	1772056826.8911877	42.36614513397217	4.923456430435181
70	1772056830.178357	1772056860.2256565	30.04729962348938	3.2871692180633545
